CP;lat/ln;Distance (meters);Zona;Tarifa
4380;19.33055906, -99.14788804;6.372967919;Sur2;90
4400;19.33623923, -99.13354011;6.769059841;Sur2;90
4450;19.33576739, -99.13947123;6.396267846;Sur2;90
4489;19.32575501, -99.11106174;9.284107776;Sur2;140
4500;19.30670031, -99.19805187;8.448886354;Sur1;90
4519;19.33549993, -99.19515725;5.295073173;Sur1;60
4530;19.30591752, -99.18803306;8.337330045;Sur1;90
4620;19.32245944, -99.14136477;7.496047946;Sur2;90
4720;19.30877292, -99.17509295;7.959970443;Sur2;90
4815;19.32548469, -99.13749174;7.434364355;Sur2;90
4849;19.31972866, -99.11510261;9.433695117;Sur2;140
4930;19.30689166, -99.11412306;10.56564425;Sur2;140
4939;19.30808511, -99.11025478;10.72814602;Sur2;140
5118;19.38336242, -99.25398668;7.971586354;Poniente;90
5126;19.38695658, -99.26370303;9.013813687;Poniente;140
5129;19.39240944, -99.26178738;8.884881592;Poniente;90
5130;19.36549864, -99.27688438;10.49661452;Poniente;140
5219;19.37361002, -99.28436852;11.17632474;Poniente;140
5238;19.37227924, -99.29153861;11.93707329;Poniente;140
5249;19.37197321, -99.2788573;10.61395817;Poniente;140
5268;19.3622178, -99.29224397;12.14569172;Poniente;140
5269;19.36855933, -99.29486481;12.3221234;Poniente;140
5270;19.36789271, -99.29735791;12.59013705;Poniente;140
5330;19.35804727, -99.28709216;11.7024393;Poniente;140
5610;19.32690987, -99.29210052;13.35641506;Sur1;140
5619;19.35679875, -99.26538288;9.526029972;Sur1;140
5620;19.35218664, -99.27022669;10.16165273;Sur1;140
6000;19.43270465, -99.13764282;7.205335885;Centro;40
6030;19.43584253, -99.15400576;6.670939222;Centro;40
6060;19.43171431, -99.12955254;7.652370737;Centro;40
6170;19.40922993, -99.17955652;3.220248231;Centro;40
6200;19.44678768, -99.12996114;8.949543735;Norte2;90
6240;19.45849931, -99.12526185;10.308111;Norte2;140
6350;19.44589987, -99.1504809;7.846395936;Norte2;90
6500;19.4300936, -99.16863807;5.623816284;Centro;40
6728;19.42162517, -99.15158289;5.368605512;Centro;40
6740;19.40829186, -99.15691431;3.821457768;Centro;40
6780;19.40543449, -99.14979336;4.074022519;Centro;40
6820;19.41783366, -99.13154988;6.419433105;Centro;40
6840;19.42043298, -99.12829593;6.866622842;Centro;40
6880;19.4055522, -99.14025932;4.857999344;Centro;40
6890;19.40713304, -99.13110049;5.758276419;Centro;40
6900;19.45311248, -99.14090471;8.984747799;Norte2;90
7000;19.47949197, -99.11403471;12.91188359;Norte2;140
7058;19.48471973, -99.1062509;13.83840256;Norte2;140
7370;19.47825856, -99.13379292;11.83989392;Norte2;140
7380;19.47581776, -99.13703121;11.45895041;Norte2;140
7720;19.50072958, -99.15373372;13.63145206;Norte2;140
7739;19.49515095, -99.14176538;13.32537005;Norte2;140
7760;19.48256587, -99.13836588;12.10882579;Norte2;140
7790;19.47031312, -99.14135298;10.72319998;Norte2;140
7800;19.47497198, -99.12578051;11.86854342;Norte2;140
7810;19.47499912, -99.11660658;12.34499823;Norte2;140
7840;19.46544379, -99.12028319;11.23985167;Norte2;140
7859;19.46186865, -99.10718164;11.72614563;Norte2;140
7869;19.46256217, -99.1109171;11.54284419;Norte2;140
7958;19.47188174, -99.08755719;13.91979784;Norte2;140
7969;19.45653775, -99.08929694;12.58978283;Norte2;140
7970;19.45142311, -99.0718312;13.66169819;Norte2;140
8000;19.39215445, -99.09545782;8.763668744;Oriente;90
8040;19.38255371, -99.0975401;8.449578492;Oriente;90
8160;19.40884822, -99.07083433;11.68553391;Oriente;140
8170;19.40938717, -99.06817303;11.97044352;Oriente;140
8310;19.40371864, -99.11646498;6.965263648;Oriente;90
8400;19.40220687, -99.09692438;8.851597174;Oriente;90
8500;19.39531773, -99.07085319;11.36796827;Oriente;140
8700;19.39173468, -99.10877578;7.377436081;Oriente;90
8730;19.39261342, -99.10134817;8.161773356;Oriente;90
8800;19.38760293, -99.12550507;5.571873005;Centro;40
9000;19.36225238, -99.09427113;9.015603806;Oriente;140
9010;19.38875563, -99.08232746;10.08527106;Oriente;140
9030;19.386592, -99.08746484;9.528274032;Oriente;140
9070;19.36359645, -99.10718314;7.663411446;Oriente;90
9090;19.36148914, -99.11854476;6.584248543;Oriente;90
9208;19.3756807, -99.05141935;13.29386368;Oriente;140
9229;19.3861929, -99.0475056;13.70966025;Oriente;140
9260;19.34923901, -99.061629;12.69302307;Sur2;140
9300;19.36826858, -99.07646152;10.74104419;Oriente;140
9360;19.35608188, -99.0776093;10.87611252;Sur2;140
9368;19.35444814, -99.07116314;11.57630952;Sur2;140
9369;19.35949497, -99.07666166;10.88540411;Oriente;140
9400;19.37209732, -99.11618876;6.553801714;Oriente;90
9450;19.3626629, -99.13706461;4.726545475;Centro;40
9470;19.36121716, -99.1322916;5.249176109;Centro;40
9800;19.33684996, -99.1044986;9.10493594;Sur2;140
9828;19.35388464, -99.10070743;8.629764551;Sur2;90
9836;19.34355284, -99.06348492;12.69518247;Sur2;140
9837;19.35139558, -99.07879488;10.89797629;Sur2;140
9838;19.35306976, -99.08529227;10.19177086;Sur2;140
9864;19.32806774, -99.08089039;11.73267455;Sur2;140
9869;19.32828663, -99.07154586;12.58259518;Sur2;140
9920;19.30594663, -99.08181064;13.05125637;Sur2;140
10000;19.31503468, -99.24064689;9.787297847;Sur1;140
10020;19.32003251, -99.24327166;9.577283931;Sur1;140
10300;19.31399877, -99.25762164;11.13719108;Sur1;140
10309;19.30887139, -99.25908352;11.63423591;Sur1;140
10320;19.32524881, -99.2505177;9.760359183;Sur1;140
10340;19.31982383, -99.24851796;9.993519312;Sur1;140
10350;19.31217176, -99.26378867;11.7599007;Sur1;140
10369;19.30638567, -99.26924766;12.61316188;Sur1;140
10370;19.31328406, -99.25092505;10.67612869;Sur1;140
10379;19.31338931, -99.25348073;10.86171783;Sur1;140
10580;19.30603057, -99.23915501;10.45454951;Sur1;140
10610;19.31165715, -99.2459838;10.44277821;Sur1;140
10630;19.30049382, -99.26125754;12.44811185;Sur1;140
10660;19.30257447, -99.26533405;12.59172782;Sur1;140
10740;19.31187357, -99.22392807;9.0032291;Sur1;140
10810;19.31169928, -99.23110241;9.442707645;Sur1;140
10910;19.30247259, -99.24539252;11.17176124;Sur1;140
10920;19.29541519, -99.23708832;11.28971094;Sur1;140
11210;19.46749927, -99.20063884;9.980620977;Norte1;140
